Bellman-Ford-Moore — Batch Results
Generated   : 2026-04-15 16:42:58
Input file  : C:\Users\helen\Desktop\5800FinalProject_BellmanFord\tests\real_world\p2p-gnutella.txt
Test cases  : 1

  I/O Overhead (shared across all test cases)
  io_read_sec        : 0.002210 s

============================================================
TEST CASE #1
============================================================

  Graph Details
  Representation     : LIST
  Vertices           : 10876
  Edges              : 39994
  Source             : 0

  Performance
  enqueue_count          : 23089
  total_relaxations      : 26825
  enqueue_ratio          : 2.12
  max_enqueues           : 6
  elapsed_sec            : 0.020174 s

  Performance Overhead
  graph_build_sec    : 0.008424 s

  Vertex     Distance        Path from source
  4977       239.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 4977
  4978       281.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 794 → 922 → 2613 → 4978
  4979       219.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 794 → 922 → 2613 → 4979
  4980       116.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 3652 → 4980
  4981       238.0           0 → 10 → 141 → 510 → 1642 → 1663 → 2017 → 2026 → 4303 → 6444 → 4981
  4982       239.0           0 → 3 → 23 → 115 → 397 → 1354 → 1391 → 3464 → 4982
  4983       181.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 2619 → 4984 → 4983
  4984       133.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 2619 → 4984
  4985       164.0           0 → 10 → 141 → 504 → 1782 → 570 → 3300 → 5591 → 4985
  4986       228.0           0 → 10 → 137 → 495 → 893 → 1072 → 2904 → 4986
  4987       221.0           0 → 10 → 136 → 1198 → 3125 → 408 → 1367 → 3406 → 4987
  4988       230.0           0 → 10 → 137 → 493 → 1597 → 349 → 1255 → 3222 → 4425 → 4988
  4989       197.0           0 → 10 → 144 → 519 → 1660 → 1974 → 4248 → 1236 → 3193 → 5008 → 4989
  4990       178.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2408 → 2196 → 1711 → 3918 → 4990
  4991       218.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 1330 → 3330 → 2624 → 4991
  4992       220.0           0 → 10 → 144 → 519 → 1657 → 5789 → 4992
  4993       149.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 133 → 2773 → 4993
  4994       236.0           0 → 10 → 137 → 495 → 893 → 1072 → 264 → 956 → 1675 → 3878 → 4994
  4995       250.0           0 → 10 → 137 → 495 → 893 → 1072 → 2902 → 2062 → 4352 → 2633 → 4995
  4996       145.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 411 → 1414 → 3494 → 4996
  4997       207.0           0 → 3 → 23 → 112 → 354 → 1300 → 1018 → 2901 → 5255 → 6201 → 4997
  4998       121.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 340 → 4998
  4999       222.0           0 → 10 → 137 → 495 → 893 → 1072 → 2906 → 4999
  5000       209.0           0 → 10 → 141 → 510 → 1642 → 2425 → 1186 → 3109 → 5000
  5001       260.0           0 → 10 → 136 → 5062 → 6787 → 8005 → 8778 → 5001
  5002       138.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 1589 → 3748 → 5002
  5003       238.0           0 → 10 → 144 → 516 → 1299 → 901 → 1552 → 2011 → 6771 → 2634 → 5003
  5004       211.0           0 → 10 → 144 → 516 → 1299 → 901 → 1552 → 2011 → 6771 → 2634 → 5004
  5005       243.0           0 → 10 → 144 → 516 → 1299 → 901 → 1552 → 2011 → 6771 → 2634 → 5005
  5006       167.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5006
  5007       232.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 2336 → 4655 → 4274 → 5007
  5008       196.0           0 → 10 → 144 → 519 → 1660 → 1974 → 4248 → 1236 → 3193 → 5008
  5009       132.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 4349 → 5009
  5010       158.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 4658 → 5010
  5011       225.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 1243 → 3226 → 2639 → 5011
  5012       217.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 1243 → 3226 → 2639 → 5012
  5013       246.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 1243 → 3226 → 2639 → 5013
  5014       268.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 1243 → 3226 → 2639 → 5014
  5015       166.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 5015
  5016       127.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 5016
  5017       233.0           0 → 3 → 25 → 101 → 315 → 1158 → 2658 → 5017
  5018       188.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 3910 → 6120 → 5130 → 5018
  5019       177.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 6169 → 5019
  5020       81.0            0 → 10 → 137 → 493 → 1597 → 349 → 698 → 5020
  5021       157.0           0 → 10 → 144 → 519 → 1656 → 3850 → 5021
  5022       288.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 411 → 1415 → 2659 → 5022
  5023       197.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 931 → 2655 → 5023
  5024       244.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 931 → 2655 → 5024
  5025       138.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 1252 → 5025
  5026       187.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 1785 → 4038 → 3299 → 5026
  5027       190.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 931 → 2655 → 5027
  5028       114.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2417 → 911 → 5028
  5029       187.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2774 → 5029
  5030       177.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 5030
  5031       191.0           0 → 1 → 17 → 84 → 5031
  5032       175.0           0 → 10 → 144 → 519 → 1658 → 2660 → 5032
  5033       47.0            0 → 3 → 23 → 115 → 397 → 1353 → 3367 → 5033
  5034       231.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 304 → 381 → 1324 → 1204 → 2651 → 5034
  5035       246.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 304 → 381 → 1324 → 1204 → 2651 → 5035
  5036       180.0           0 → 10 → 137 → 493 → 1597 → 1903 → 3225 → 5539 → 4344 → 5036
  5037       294.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 304 → 381 → 1324 → 1204 → 2651 → 5037
  5038       197.0           0 → 3 → 23 → 112 → 354 → 1300 → 2570 → 5038
  5039       241.0           0 → 10 → 137 → 495 → 893 → 261 → 938 → 2675 → 5039
  5040       158.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2408 → 2195 → 5040
  5041       205.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 1252 → 5025 → 2663 → 5041
  5042       203.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 2680 → 5042
  5043       210.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2407 → 4699 → 4492 → 5285 → 5922 → 7522 → 5043
  5044       172.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 2680 → 5044
  5045       161.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 2680 → 5045
  5046       176.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 2684 → 5046
  5047       158.0           0 → 10 → 137 → 496 → 1622 → 3810 → 5047
  5048       208.0           0 → 10 → 137 → 289 → 1070 → 5288 → 5048
  5049       135.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 2684 → 5049
  5050       230.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 1785 → 4038 → 6225 → 2681 → 5050
  5051       182.0           0 → 10 → 137 → 495 → 1281 → 1246 → 1203 → 3139 → 5051
  5052       219.0           0 → 3 → 26 → 89 → 272 → 983 → 2785 → 5052
  5053       256.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 1785 → 4038 → 6225 → 2681 → 5053
  5054       66.0            0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 5054
  5055       146.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 5055
  5056       274.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 411 → 1414 → 262 → 946 → 2687 → 5056
  5057       234.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 411 → 1414 → 262 → 946 → 2687 → 5057
  5058       263.0           0 → 10 → 137 → 495 → 893 → 1072 → 264 → 952 → 2690 → 5058
  5059       229.0           0 → 10 → 137 → 495 → 893 → 1072 → 264 → 952 → 2690 → 5059
  5060       143.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 5060
  5061       209.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2695 → 5061
  5062       137.0           0 → 10 → 136 → 5062
  5063       206.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 6656 → 7932 → 6937 → 2692 → 5063
  5064       140.0           0 → 10 → 136 → 5062 → 5064
  5065       242.0           0 → 10 → 137 → 495 → 893 → 1072 → 264 → 956 → 2706 → 5065
  5066       141.0           0 → 10 → 137 → 493 → 1597 → 2710 → 5066
  5067       171.0           0 → 10 → 141 → 504 → 1782 → 570 → 3300 → 2288 → 2986 → 5067
  5068       180.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 2359 → 2716 → 5068
  5069       168.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 2359 → 2716 → 5069
  5070       211.0           0 → 10 → 137 → 289 → 1067 → 2883 → 5258 → 5070
  5071       187.0           0 → 10 → 137 → 495 → 893 → 1072 → 2904 → 3156 → 5071
  5072       302.0           0 → 3 → 26 → 89 → 268 → 968 → 2726 → 5072
  5073       197.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 3530 → 5073
  5074       144.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074
  5075       222.0           0 → 3 → 25 → 101 → 314 → 1123 → 2996 → 5075
  5076       214.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2128 → 4034 → 3556 → 2721 → 5076
  5077       181.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2128 → 4034 → 3556 → 2721 → 5077
  5078       189.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2128 → 4034 → 3556 → 2721 → 5078
  5079       175.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2128 → 4034 → 3556 → 2721 → 5079
  5080       157.0           0 → 10 → 144 → 519 → 1655 → 961 → 574 → 5080
  5081       211.0           0 → 10 → 144 → 519 → 1655 → 961 → 574 → 5081
  5082       178.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 5082
  5083       196.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 3093 → 5413 → 4593 → 6696 → 4874 → 5083
  5084       246.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 6169 → 7672 → 8558 → 5084
  5085       220.0           0 → 10 → 137 → 495 → 893 → 867 → 2523 → 2727 → 5085
  5086       156.0           0 → 3 → 23 → 109 → 390 → 1348 → 3356 → 3351 → 5086
  5087       246.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5087
  5088       190.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5088
  5089       173.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089
  5090       213.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 4855 → 6388 → 5090
  5091       207.0           0 → 1 → 17 → 81 → 2738 → 5091
  5092       224.0           0 → 1 → 17 → 81 → 2738 → 5092
  5093       214.0           0 → 3 → 26 → 89 → 266 → 1015 → 2792 → 5093
  5094       254.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 2734 → 5094
  5095       186.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 2734 → 5095
  5096       162.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 238 → 831 → 2387 → 4717 → 5096
  5097       198.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 2734 → 5097
  5098       247.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 2244 → 4648 → 2747 → 5098
  5099       195.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 2244 → 4648 → 2747 → 5099
  5100       198.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 2244 → 4648 → 2747 → 5100
  5101       229.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 2244 → 4648 → 2747 → 5101
  5102       262.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 2244 → 4648 → 2747 → 5102
  5103       266.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 2244 → 4648 → 2747 → 5103
  5104       210.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 2244 → 4648 → 2747 → 5104
  5105       262.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 2244 → 4648 → 2747 → 5105
  5106       149.0           0 → 10 → 136 → 8253 → 2006 → 977 → 2741 → 5106
  5107       195.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 6968 → 2744 → 5107
  5108       255.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 6968 → 2744 → 5108
  5109       196.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 6968 → 2744 → 5109
  5110       226.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 6968 → 2744 → 5110
  5111       194.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2408 → 2195 → 5111
  5112       217.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 1252 → 2752 → 5112
  5113       212.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 1739 → 2751 → 5113
  5114       170.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 1739 → 2751 → 5114
  5115       180.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 2421 → 2756 → 5115
  5116       159.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 2421 → 2756 → 5116
  5117       149.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 2421 → 2756 → 5117
  5118       170.0           0 → 3 → 26 → 89 → 272 → 985 → 2757 → 5118
  5119       175.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 2359 → 4693 → 5612 → 5119
  5120       191.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 2359 → 4693 → 2763 → 5120
  5121       178.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2128 → 4034 → 3556 → 5121
  5122       192.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2770 → 5122
  5123       174.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2770 → 5123
  5124       196.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2770 → 5124
  5125       207.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 133 → 2773 → 5125
  5126       195.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 133 → 2773 → 5126
  5127       159.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 133 → 2773 → 5127
  5128       182.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 4268 → 6419 → 2520 → 4838 → 5128
  5129       198.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 2656 → 5129
